ProteinID	Length	Start	End	Domain	Tool
XP_019068299.1	23aa	814	836	TM	tmhmm2.0c
XP_019069224.1	23aa	10	32	TM	tmhmm2.0c
XP_019069224.1	23aa	279	301	TM	tmhmm2.0c
XP_019069570.1	23aa	356	378	TM	tmhmm2.0c
XP_019069573.2	18aa	7	24	TM	tmhmm2.0c
XP_019069573.2	23aa	279	301	TM	tmhmm2.0c
XP_019069573.2	23aa	660	682	TM	tmhmm2.0c
XP_019069573.2	23aa	934	956	TM	tmhmm2.0c
XP_019069622.1	23aa	277	299	TM	tmhmm2.0c
XP_019070532.1	23aa	389	411	TM	tmhmm2.0c
XP_019071128.1	23aa	1768	1790	TM	tmhmm2.0c
XP_019071269.1	23aa	272	294	TM	tmhmm2.0c
XP_025883769.1	23aa	251	273	TM	tmhmm2.0c
XP_025884232.1	23aa	196	218	TM	tmhmm2.0c
XP_025884233.1	23aa	170	192	TM	tmhmm2.0c
XP_025884285.1	23aa	602	624	TM	tmhmm2.0c
XP_025884309.1	23aa	232	254	TM	tmhmm2.0c
XP_025884413.1	23aa	282	304	TM	tmhmm2.0c
XP_025884495.1	23aa	12	34	TM	tmhmm2.0c
XP_025884495.1	23aa	744	766	TM	tmhmm2.0c
XP_025884896.1	23aa	601	623	TM	tmhmm2.0c
XP_025884896.1	23aa	1009	1031	TM	tmhmm2.0c
XP_025884896.1	23aa	1613	1635	TM	tmhmm2.0c
XP_025884965.1	20aa	365	384	TM	tmhmm2.0c
XP_025885136.1	18aa	7	24	TM	tmhmm2.0c
XP_025885136.1	23aa	34	56	TM	tmhmm2.0c
XP_025885136.1	23aa	545	567	TM	tmhmm2.0c
XP_025885137.1	23aa	594	616	TM	tmhmm2.0c
XP_025885148.1	23aa	4	26	TM	tmhmm2.0c
XP_025885148.1	23aa	211	233	TM	tmhmm2.0c
XP_025885177.1	23aa	300	322	TM	tmhmm2.0c
XP_025885178.1	23aa	300	322	TM	tmhmm2.0c
XP_025885641.1	23aa	293	315	TM	tmhmm2.0c
XP_025885696.1	23aa	776	798	TM	tmhmm2.0c
XP_025885774.1	20aa	5	24	TM	tmhmm2.0c
XP_025885774.1	23aa	258	280	TM	tmhmm2.0c
XP_025886138.1	18aa	7	24	TM	tmhmm2.0c
XP_025886138.1	23aa	362	384	TM	tmhmm2.0c
XP_025886404.1	18aa	219	236	TM	tmhmm2.0c
XP_025886583.1	23aa	389	411	TM	tmhmm2.0c
XP_025886620.1	18aa	12	29	TM	tmhmm2.0c
XP_025886620.1	23aa	607	629	TM	tmhmm2.0c
XP_025887149.1	23aa	735	757	TM	tmhmm2.0c
XP_025887149.1	18aa	1193	1210	TM	tmhmm2.0c
XP_025887149.1	23aa	1922	1944	TM	tmhmm2.0c
XP_025887558.1	23aa	15	37	TM	tmhmm2.0c
XP_025887558.1	23aa	235	257	TM	tmhmm2.0c
XP_025887641.1	23aa	5	27	TM	tmhmm2.0c
XP_025887641.1	23aa	233	255	TM	tmhmm2.0c
XP_025888658.1	20aa	13	32	TM	tmhmm2.0c
XP_025888658.1	23aa	900	922	TM	tmhmm2.0c
XP_025888849.1	23aa	557	579	TM	tmhmm2.0c
NP_001233871.1	20aa	73	92	LRR	DeepLRR
NP_001233871.1	20aa	97	116	LRR	DeepLRR
NP_001233871.1	21aa	121	141	LRR	DeepLRR
NP_001233871.1	20aa	145	164	LRR	DeepLRR
NP_001233871.1	20aa	169	188	LRR	DeepLRR
NP_001233871.1	20aa	191	210	LRR	DeepLRR
NP_001233877.1	21aa	78	98	LRR	DeepLRR
NP_001233877.1	20aa	103	122	LRR	DeepLRR
NP_001233877.1	20aa	124	143	LRR	DeepLRR
NP_001233877.1	20aa	151	170	LRR	DeepLRR
NP_001233877.1	20aa	175	194	LRR	DeepLRR
NP_001233877.1	20aa	196	215	LRR	DeepLRR
NP_001233883.1	20aa	109	128	LRR	DeepLRR
NP_001233883.1	20aa	132	151	LRR	DeepLRR
NP_001233883.1	20aa	157	176	LRR	DeepLRR
NP_001233883.1	20aa	181	200	LRR	DeepLRR
NP_001233883.1	20aa	203	222	LRR	DeepLRR
NP_001233883.1	20aa	224	243	LRR	DeepLRR
NP_001233883.1	27aa	445	471	LRR	DeepLRR
NP_001233883.1	20aa	477	496	LRR	DeepLRR
NP_001233883.1	28aa	498	525	LRR	DeepLRR
NP_001234580.2	20aa	70	89	LRR	DeepLRR
NP_001234580.2	20aa	90	109	LRR	DeepLRR
NP_001234580.2	20aa	114	133	LRR	DeepLRR
NP_001234580.2	21aa	138	158	LRR	DeepLRR
NP_001234580.2	20aa	162	181	LRR	DeepLRR
NP_001234580.2	20aa	185	204	LRR	DeepLRR
NP_001234580.2	20aa	205	224	LRR	DeepLRR
NP_001234626.1	20aa	70	89	LRR	DeepLRR
NP_001234626.1	20aa	94	113	LRR	DeepLRR
NP_001234626.1	20aa	118	137	LRR	DeepLRR
NP_001234626.1	20aa	142	161	LRR	DeepLRR
NP_001234626.1	20aa	166	185	LRR	DeepLRR
NP_001234626.1	20aa	188	207	LRR	DeepLRR
NP_001234869.1	20aa	409	428	LRR	DeepLRR
NP_001234869.1	20aa	433	452	LRR	DeepLRR
NP_001234869.1	20aa	461	480	LRR	DeepLRR
NP_001265974.1	20aa	133	152	LRR	DeepLRR
NP_001265974.1	24aa	156	179	LRR	DeepLRR
NP_001265974.1	20aa	181	200	LRR	DeepLRR
NP_001265974.1	20aa	205	224	LRR	DeepLRR
NP_001265974.1	20aa	229	248	LRR	DeepLRR
NP_001265974.1	20aa	254	273	LRR	DeepLRR
NP_001265974.1	20aa	278	297	LRR	DeepLRR
NP_001265974.1	20aa	302	321	LRR	DeepLRR
NP_001265974.1	20aa	326	345	LRR	DeepLRR
NP_001265974.1	21aa	365	385	LRR	DeepLRR
NP_001265974.1	20aa	392	411	LRR	DeepLRR
NP_001265974.1	20aa	416	435	LRR	DeepLRR
NP_001265974.1	20aa	439	458	LRR	DeepLRR
NP_001265974.1	21aa	532	552	LRR	DeepLRR
NP_001265974.1	20aa	560	579	LRR	DeepLRR
NP_001265974.1	23aa	585	607	LRR	DeepLRR
NP_001265974.1	20aa	609	628	LRR	DeepLRR
NP_001265974.1	20aa	633	652	LRR	DeepLRR
NP_001265974.1	20aa	657	676	LRR	DeepLRR
NP_001265974.1	20aa	680	699	LRR	DeepLRR
NP_001265974.1	20aa	705	724	LRR	DeepLRR
NP_001265974.1	28aa	725	752	LRR	DeepLRR
NP_001274713.1	20aa	44	63	LRR	DeepLRR
NP_001274713.1	25aa	65	89	LRR	DeepLRR
NP_001274713.1	20aa	91	110	LRR	DeepLRR
NP_001274713.1	20aa	115	134	LRR	DeepLRR
NP_001274713.1	20aa	139	158	LRR	DeepLRR
NP_001274713.1	20aa	163	182	LRR	DeepLRR
NP_001274713.1	20aa	187	206	LRR	DeepLRR
NP_001274713.1	20aa	212	231	LRR	DeepLRR
NP_001274713.1	20aa	236	255	LRR	DeepLRR
NP_001274713.1	23aa	260	282	LRR	DeepLRR
NP_001274713.1	20aa	284	303	LRR	DeepLRR
NP_001274713.1	20aa	308	327	LRR	DeepLRR
NP_001274713.1	20aa	332	351	LRR	DeepLRR
NP_001274713.1	20aa	356	375	LRR	DeepLRR
NP_001274713.1	20aa	380	399	LRR	DeepLRR
NP_001274713.1	20aa	404	423	LRR	DeepLRR
NP_001274713.1	25aa	426	450	LRR	DeepLRR
NP_001274713.1	20aa	452	471	LRR	DeepLRR
NP_001274713.1	20aa	476	495	LRR	DeepLRR
NP_001274713.1	20aa	500	519	LRR	DeepLRR
NP_001274713.1	20aa	524	543	LRR	DeepLRR
NP_001274713.1	20aa	548	567	LRR	DeepLRR
NP_001274713.1	20aa	572	591	LRR	DeepLRR
NP_001296180.1	26aa	54	79	LRR	DeepLRR
NP_001296180.1	29aa	80	108	LRR	DeepLRR
NP_001296180.1	20aa	109	128	LRR	DeepLRR
NP_001296180.1	20aa	135	154	LRR	DeepLRR
NP_001296180.1	20aa	161	180	LRR	DeepLRR
NP_001296180.1	20aa	186	205	LRR	DeepLRR
NP_001296180.1	22aa	213	234	LRR	DeepLRR
NP_001296180.1	20aa	235	254	LRR	DeepLRR
NP_001296180.1	20aa	258	277	LRR	DeepLRR
NP_001296180.1	20aa	282	301	LRR	DeepLRR
NP_001296180.1	20aa	304	323	LRR	DeepLRR
NP_001296180.1	20aa	329	348	LRR	DeepLRR
NP_001296180.1	20aa	353	372	LRR	DeepLRR
NP_001296180.1	20aa	378	397	LRR	DeepLRR
NP_001296180.1	20aa	402	421	LRR	DeepLRR
NP_001296180.1	20aa	428	447	LRR	DeepLRR
NP_001296180.1	20aa	452	471	LRR	DeepLRR
NP_001296180.1	20aa	476	495	LRR	DeepLRR
NP_001296180.1	20aa	500	519	LRR	DeepLRR
NP_001296180.1	20aa	524	543	LRR	DeepLRR
NP_001296180.1	20aa	548	567	LRR	DeepLRR
NP_001296180.1	20aa	572	591	LRR	DeepLRR
NP_001296180.1	20aa	664	683	LRR	DeepLRR
NP_001296180.1	20aa	688	707	LRR	DeepLRR
NP_001296180.1	20aa	712	731	LRR	DeepLRR
NP_001296180.1	20aa	736	755	LRR	DeepLRR
NP_001296180.1	20aa	762	781	LRR	DeepLRR
NP_001302425.1	20aa	92	111	LRR	DeepLRR
NP_001302425.1	20aa	116	135	LRR	DeepLRR
NP_001302425.1	20aa	139	158	LRR	DeepLRR
NP_001302425.1	20aa	163	182	LRR	DeepLRR
NP_001302425.1	20aa	187	206	LRR	DeepLRR
NP_001306257.1	20aa	99	118	LRR	DeepLRR
NP_001306257.1	20aa	123	142	LRR	DeepLRR
NP_001306257.1	20aa	146	165	LRR	DeepLRR
NP_001306257.1	20aa	170	189	LRR	DeepLRR
NP_001306257.1	20aa	194	213	LRR	DeepLRR
NP_001307979.1	20aa	14	33	LRR	DeepLRR
NP_001307979.1	20aa	36	55	LRR	DeepLRR
NP_001307979.1	20aa	59	78	LRR	DeepLRR
NP_001334606.1	20aa	2	21	LRR	DeepLRR
NP_001334606.1	20aa	31	50	LRR	DeepLRR
NP_001334606.1	20aa	59	78	LRR	DeepLRR
NP_001334606.1	20aa	88	107	LRR	DeepLRR
NP_001334606.1	20aa	115	134	LRR	DeepLRR
NP_001334606.1	20aa	139	158	LRR	DeepLRR
NP_001334606.1	20aa	163	182	LRR	DeepLRR
NP_001334606.1	20aa	187	206	LRR	DeepLRR
NP_001334606.1	20aa	209	228	LRR	DeepLRR
XP_004228537.1	20aa	21	40	LRR	DeepLRR
XP_004228537.1	28aa	44	71	LRR	DeepLRR
XP_004228537.1	20aa	74	93	LRR	DeepLRR
XP_004228537.1	20aa	95	114	LRR	DeepLRR
XP_004228537.1	20aa	119	138	LRR	DeepLRR
XP_004228537.1	28aa	140	167	LRR	DeepLRR
XP_004228537.1	20aa	169	188	LRR	DeepLRR
XP_004228537.1	24aa	190	213	LRR	DeepLRR
XP_004228537.1	20aa	215	234	LRR	DeepLRR
XP_004228537.1	21aa	239	259	LRR	DeepLRR
XP_004228537.1	20aa	263	282	LRR	DeepLRR
XP_004228537.1	20aa	287	306	LRR	DeepLRR
XP_004228537.1	20aa	311	330	LRR	DeepLRR
XP_004228537.1	20aa	335	354	LRR	DeepLRR
XP_004228537.1	20aa	358	377	LRR	DeepLRR
XP_004228537.1	25aa	385	409	LRR	DeepLRR
XP_004228537.1	20aa	410	429	LRR	DeepLRR
XP_004228537.1	20aa	434	453	LRR	DeepLRR
XP_004228537.1	20aa	458	477	LRR	DeepLRR
XP_004228537.1	20aa	482	501	LRR	DeepLRR
XP_004228537.1	21aa	518	538	LRR	DeepLRR
XP_004228537.1	20aa	542	561	LRR	DeepLRR
XP_004228537.1	20aa	566	585	LRR	DeepLRR
XP_004228537.1	20aa	590	609	LRR	DeepLRR
XP_004228922.2	29aa	591	619	LRR	DeepLRR
XP_004228922.2	20aa	627	646	LRR	DeepLRR
XP_004228922.2	20aa	648	667	LRR	DeepLRR
XP_004229499.1	24aa	99	122	LRR	DeepLRR
XP_004229499.1	20aa	124	143	LRR	DeepLRR
XP_004229499.1	20aa	148	167	LRR	DeepLRR
XP_004229499.1	20aa	173	192	LRR	DeepLRR
XP_004229499.1	24aa	197	220	LRR	DeepLRR
XP_004229499.1	20aa	222	241	LRR	DeepLRR
XP_004229499.1	20aa	246	265	LRR	DeepLRR
XP_004229499.1	20aa	270	289	LRR	DeepLRR
XP_004229499.1	20aa	294	313	LRR	DeepLRR
XP_004229499.1	20aa	318	337	LRR	DeepLRR
XP_004229499.1	20aa	342	361	LRR	DeepLRR
XP_004229499.1	21aa	366	386	LRR	DeepLRR
XP_004229499.1	21aa	390	410	LRR	DeepLRR
XP_004229499.1	20aa	414	433	LRR	DeepLRR
XP_004229499.1	20aa	439	458	LRR	DeepLRR
XP_004229499.1	20aa	463	482	LRR	DeepLRR
XP_004229499.1	20aa	487	506	LRR	DeepLRR
XP_004229499.1	20aa	511	530	LRR	DeepLRR
XP_004229499.1	20aa	535	554	LRR	DeepLRR
XP_004229499.1	20aa	559	578	LRR	DeepLRR
XP_004229807.1	25aa	101	125	LRR	DeepLRR
XP_004229807.1	20aa	127	146	LRR	DeepLRR
XP_004229807.1	24aa	150	173	LRR	DeepLRR
XP_004229807.1	20aa	175	194	LRR	DeepLRR
XP_004229807.1	20aa	199	218	LRR	DeepLRR
XP_004229807.1	20aa	223	242	LRR	DeepLRR
XP_004229807.1	20aa	245	264	LRR	DeepLRR
XP_004229807.1	20aa	265	284	LRR	DeepLRR
XP_004229897.1	20aa	402	421	LRR	DeepLRR
XP_004229897.1	28aa	424	451	LRR	DeepLRR
XP_004229897.1	28aa	458	485	LRR	DeepLRR
XP_004230068.1	20aa	112	131	LRR	DeepLRR
XP_004230068.1	20aa	133	152	LRR	DeepLRR
XP_004230068.1	20aa	157	176	LRR	DeepLRR
XP_004230068.1	20aa	181	200	LRR	DeepLRR
XP_004230068.1	23aa	204	226	LRR	DeepLRR
XP_004230068.1	20aa	228	247	LRR	DeepLRR
XP_004230068.1	20aa	249	268	LRR	DeepLRR
XP_004230068.1	21aa	273	293	LRR	DeepLRR
XP_004230068.1	20aa	297	316	LRR	DeepLRR
XP_004230068.1	23aa	321	343	LRR	DeepLRR
XP_004230391.1	24aa	94	117	LRR	DeepLRR
XP_004230391.1	20aa	119	138	LRR	DeepLRR
XP_004230391.1	20aa	143	162	LRR	DeepLRR
XP_004230391.1	20aa	167	186	LRR	DeepLRR
XP_004230391.1	20aa	222	241	LRR	DeepLRR
XP_004230391.1	20aa	246	265	LRR	DeepLRR
XP_004230391.1	20aa	270	289	LRR	DeepLRR
XP_004230391.1	21aa	293	313	LRR	DeepLRR
XP_004230391.1	20aa	318	337	LRR	DeepLRR
XP_004230391.1	24aa	340	363	LRR	DeepLRR
XP_004230391.1	28aa	364	391	LRR	DeepLRR
XP_004230392.1	20aa	73	92	LRR	DeepLRR
XP_004230392.1	21aa	94	114	LRR	DeepLRR
XP_004230392.1	20aa	119	138	LRR	DeepLRR
XP_004230392.1	20aa	143	162	LRR	DeepLRR
XP_004230392.1	20aa	167	186	LRR	DeepLRR
XP_004230392.1	20aa	197	216	LRR	DeepLRR
XP_004230392.1	20aa	222	241	LRR	DeepLRR
XP_004230392.1	20aa	246	265	LRR	DeepLRR
XP_004230392.1	20aa	269	288	LRR	DeepLRR
XP_004230392.1	20aa	293	312	LRR	DeepLRR
XP_004230392.1	20aa	318	337	LRR	DeepLRR
XP_004230392.1	26aa	340	365	LRR	DeepLRR
XP_004230392.1	20aa	366	385	LRR	DeepLRR
XP_004230451.1	20aa	88	107	LRR	DeepLRR
XP_004230451.1	25aa	108	132	LRR	DeepLRR
XP_004230451.1	20aa	134	153	LRR	DeepLRR
XP_004230451.1	20aa	158	177	LRR	DeepLRR
XP_004230451.1	23aa	182	204	LRR	DeepLRR
XP_004230451.1	21aa	206	226	LRR	DeepLRR
XP_004230451.1	23aa	231	253	LRR	DeepLRR
XP_004230451.1	20aa	255	274	LRR	DeepLRR
XP_004230451.1	20aa	279	298	LRR	DeepLRR
XP_004230451.1	20aa	300	319	LRR	DeepLRR
XP_004230451.1	20aa	327	346	LRR	DeepLRR
XP_004230451.1	20aa	351	370	LRR	DeepLRR
XP_004230451.1	20aa	375	394	LRR	DeepLRR
XP_004230451.1	24aa	398	421	LRR	DeepLRR
XP_004230451.1	21aa	423	443	LRR	DeepLRR
XP_004230451.1	20aa	450	469	LRR	DeepLRR
XP_004230451.1	20aa	474	493	LRR	DeepLRR
XP_004230451.1	20aa	498	517	LRR	DeepLRR
XP_004230451.1	20aa	522	541	LRR	DeepLRR
XP_004230451.1	20aa	546	565	LRR	DeepLRR
XP_004230451.1	29aa	570	598	LRR	DeepLRR
XP_004230451.1	20aa	605	624	LRR	DeepLRR
XP_004230660.1	25aa	43	67	LRR	DeepLRR
XP_004230660.1	25aa	71	95	LRR	DeepLRR
XP_004230660.1	20aa	98	117	LRR	DeepLRR
XP_004230660.1	20aa	122	141	LRR	DeepLRR
XP_004230660.1	20aa	145	164	LRR	DeepLRR
XP_004230660.1	22aa	170	191	LRR	DeepLRR
XP_004230660.1	23aa	195	217	LRR	DeepLRR
XP_004230660.1	20aa	219	238	LRR	DeepLRR
XP_004230660.1	20aa	243	262	LRR	DeepLRR
XP_004230660.1	23aa	267	289	LRR	DeepLRR
XP_004230660.1	20aa	290	309	LRR	DeepLRR
XP_004230660.1	20aa	313	332	LRR	DeepLRR
XP_004230660.1	20aa	337	356	LRR	DeepLRR
XP_004230660.1	20aa	361	380	LRR	DeepLRR
XP_004230660.1	20aa	385	404	LRR	DeepLRR
XP_004230660.1	20aa	409	428	LRR	DeepLRR
XP_004230660.1	20aa	433	452	LRR	DeepLRR
XP_004230660.1	20aa	457	476	LRR	DeepLRR
XP_004230660.1	20aa	481	500	LRR	DeepLRR
XP_004230660.1	20aa	505	524	LRR	DeepLRR
XP_004230660.1	20aa	529	548	LRR	DeepLRR
XP_004230660.1	20aa	552	571	LRR	DeepLRR
XP_004230741.1	24aa	22	45	LRR	DeepLRR
XP_004230741.1	20aa	46	65	LRR	DeepLRR
XP_004230741.1	20aa	74	93	LRR	DeepLRR
XP_004230741.1	20aa	98	117	LRR	DeepLRR
XP_004230741.1	20aa	122	141	LRR	DeepLRR
XP_004230741.1	20aa	146	165	LRR	DeepLRR
XP_004230741.1	20aa	170	189	LRR	DeepLRR
XP_004230741.1	20aa	190	209	LRR	DeepLRR
XP_004230741.1	20aa	214	233	LRR	DeepLRR
XP_004230741.1	20aa	239	258	LRR	DeepLRR
XP_004230827.1	20aa	93	112	LRR	DeepLRR
XP_004230827.1	20aa	116	135	LRR	DeepLRR
XP_004230827.1	21aa	140	160	LRR	DeepLRR
XP_004230827.1	20aa	191	210	LRR	DeepLRR
XP_004230827.1	20aa	215	234	LRR	DeepLRR
XP_004230827.1	20aa	240	259	LRR	DeepLRR
XP_004230827.1	20aa	262	281	LRR	DeepLRR
XP_004230827.1	24aa	284	307	LRR	DeepLRR
XP_004230827.1	20aa	308	327	LRR	DeepLRR
XP_004230827.1	20aa	393	412	LRR	DeepLRR
XP_004230827.1	20aa	417	436	LRR	DeepLRR
XP_004230827.1	21aa	437	457	LRR	DeepLRR
XP_004231550.1	26aa	17	42	LRR	DeepLRR
XP_004231550.1	25aa	51	75	LRR	DeepLRR
XP_004231550.1	25aa	77	101	LRR	DeepLRR
XP_004231550.1	21aa	103	123	LRR	DeepLRR
XP_004231550.1	20aa	127	146	LRR	DeepLRR
XP_004231550.1	20aa	151	170	LRR	DeepLRR
XP_004231550.1	20aa	171	190	LRR	DeepLRR
XP_004231560.1	20aa	96	115	LRR	DeepLRR
XP_004231560.1	20aa	120	139	LRR	DeepLRR
XP_004231560.1	20aa	144	163	LRR	DeepLRR
XP_004231560.1	20aa	168	187	LRR	DeepLRR
XP_004231560.1	20aa	192	211	LRR	DeepLRR
XP_004231560.1	21aa	216	236	LRR	DeepLRR
XP_004231560.1	20aa	268	287	LRR	DeepLRR
XP_004231560.1	20aa	294	313	LRR	DeepLRR
XP_004231560.1	20aa	317	336	LRR	DeepLRR
XP_004231560.1	20aa	343	362	LRR	DeepLRR
XP_004231560.1	20aa	365	384	LRR	DeepLRR
XP_004231560.1	20aa	409	428	LRR	DeepLRR
XP_004231560.1	20aa	433	452	LRR	DeepLRR
XP_004231560.1	20aa	457	476	LRR	DeepLRR
XP_004231560.1	20aa	481	500	LRR	DeepLRR
XP_004231560.1	20aa	506	525	LRR	DeepLRR
XP_004231560.1	20aa	530	549	LRR	DeepLRR
XP_004231560.1	20aa	554	573	LRR	DeepLRR
XP_004231674.1	20aa	101	120	LRR	DeepLRR
XP_004231674.1	20aa	125	144	LRR	DeepLRR
XP_004231674.1	20aa	149	168	LRR	DeepLRR
XP_004231674.1	20aa	173	192	LRR	DeepLRR
XP_004231674.1	20aa	197	216	LRR	DeepLRR
XP_004231674.1	20aa	221	240	LRR	DeepLRR
XP_004231674.1	20aa	246	265	LRR	DeepLRR
XP_004231674.1	20aa	270	289	LRR	DeepLRR
XP_004231674.1	20aa	294	313	LRR	DeepLRR
XP_004231674.1	20aa	318	337	LRR	DeepLRR
XP_004231674.1	20aa	342	361	LRR	DeepLRR
XP_004231674.1	20aa	367	386	LRR	DeepLRR
XP_004231674.1	20aa	391	410	LRR	DeepLRR
XP_004231674.1	21aa	415	435	LRR	DeepLRR
XP_004231674.1	20aa	495	514	LRR	DeepLRR
XP_004231674.1	21aa	519	539	LRR	DeepLRR
XP_004231674.1	20aa	543	562	LRR	DeepLRR
XP_004231674.1	20aa	567	586	LRR	DeepLRR
XP_004231674.1	23aa	591	613	LRR	DeepLRR
XP_004231674.1	20aa	615	634	LRR	DeepLRR
XP_004231674.1	21aa	639	659	LRR	DeepLRR
XP_004231674.1	20aa	663	682	LRR	DeepLRR
XP_004231674.1	20aa	687	706	LRR	DeepLRR
XP_004231674.1	28aa	853	880	LRR	DeepLRR
XP_004231674.1	21aa	885	905	LRR	DeepLRR
XP_004231674.1	20aa	910	929	LRR	DeepLRR
XP_004231792.1	20aa	120	139	LRR	DeepLRR
XP_004231792.1	20aa	140	159	LRR	DeepLRR
XP_004231792.1	20aa	165	184	LRR	DeepLRR
XP_004231792.1	20aa	189	208	LRR	DeepLRR
XP_004231792.1	20aa	213	232	LRR	DeepLRR
XP_004231792.1	20aa	236	255	LRR	DeepLRR
XP_004231792.1	20aa	257	276	LRR	DeepLRR
XP_004231792.1	20aa	281	300	LRR	DeepLRR
XP_004231792.1	25aa	304	328	LRR	DeepLRR
XP_004231792.1	20aa	329	348	LRR	DeepLRR
XP_004231868.1	20aa	109	128	LRR	DeepLRR
XP_004231868.1	20aa	132	151	LRR	DeepLRR
XP_004231868.1	20aa	156	175	LRR	DeepLRR
XP_004231868.1	20aa	180	199	LRR	DeepLRR
XP_004231868.1	20aa	202	221	LRR	DeepLRR
XP_004231881.1	20aa	74	93	LRR	DeepLRR
XP_004231881.1	20aa	98	117	LRR	DeepLRR
XP_004231881.1	20aa	122	141	LRR	DeepLRR
XP_004231881.1	20aa	146	165	LRR	DeepLRR
XP_004231881.1	20aa	169	188	LRR	DeepLRR
XP_004231881.1	20aa	190	209	LRR	DeepLRR
XP_004231881.1	21aa	214	234	LRR	DeepLRR
XP_004231881.1	20aa	239	258	LRR	DeepLRR
XP_004231961.1	20aa	95	114	LRR	DeepLRR
XP_004231961.1	20aa	120	139	LRR	DeepLRR
XP_004231961.1	20aa	144	163	LRR	DeepLRR
XP_004231961.1	20aa	168	187	LRR	DeepLRR
XP_004231961.1	20aa	192	211	LRR	DeepLRR
XP_004231961.1	20aa	242	261	LRR	DeepLRR
XP_004231961.1	20aa	265	284	LRR	DeepLRR
XP_004231961.1	20aa	289	308	LRR	DeepLRR
XP_004231961.1	20aa	312	331	LRR	DeepLRR
XP_004231961.1	20aa	336	355	LRR	DeepLRR
XP_004231961.1	20aa	361	380	LRR	DeepLRR
XP_004231961.1	20aa	384	403	LRR	DeepLRR
XP_004231961.1	20aa	408	427	LRR	DeepLRR
XP_004231961.1	20aa	432	451	LRR	DeepLRR
XP_004231961.1	20aa	456	475	LRR	DeepLRR
XP_004231961.1	20aa	480	499	LRR	DeepLRR
XP_004231961.1	20aa	504	523	LRR	DeepLRR
XP_004231961.1	20aa	528	547	LRR	DeepLRR
XP_004231961.1	20aa	552	571	LRR	DeepLRR
XP_004232089.1	28aa	136	163	LRR	DeepLRR
XP_004232089.1	20aa	165	184	LRR	DeepLRR
XP_004232089.1	20aa	194	213	LRR	DeepLRR
XP_004232118.1	21aa	79	99	LRR	DeepLRR
XP_004232118.1	20aa	101	120	LRR	DeepLRR
XP_004232118.1	20aa	125	144	LRR	DeepLRR
XP_004232118.1	20aa	149	168	LRR	DeepLRR
XP_004232118.1	20aa	173	192	LRR	DeepLRR
XP_004232151.1	27aa	168	194	LRR	DeepLRR
XP_004232151.1	20aa	195	214	LRR	DeepLRR
XP_004232151.1	29aa	218	246	LRR	DeepLRR
XP_004232252.1	20aa	79	98	LRR	DeepLRR
XP_004232252.1	20aa	100	119	LRR	DeepLRR
XP_004232252.1	20aa	125	144	LRR	DeepLRR
XP_004232252.1	20aa	149	168	LRR	DeepLRR
XP_004232252.1	20aa	173	192	LRR	DeepLRR
XP_004232341.1	20aa	80	99	LRR	DeepLRR
XP_004232341.1	20aa	100	119	LRR	DeepLRR
XP_004232341.1	20aa	126	145	LRR	DeepLRR
XP_004232341.1	29aa	153	181	LRR	DeepLRR
XP_004232468.1	20aa	71	90	LRR	DeepLRR
XP_004232468.1	20aa	92	111	LRR	DeepLRR
XP_004232468.1	20aa	116	135	LRR	DeepLRR
XP_004232468.1	20aa	140	159	LRR	DeepLRR
XP_004232468.1	20aa	162	181	LRR	DeepLRR
XP_004232468.1	20aa	186	205	LRR	DeepLRR
XP_004232468.1	20aa	210	229	LRR	DeepLRR
XP_004232468.1	20aa	233	252	LRR	DeepLRR
XP_004232468.1	20aa	258	277	LRR	DeepLRR
XP_004232468.1	20aa	312	331	LRR	DeepLRR
XP_004232468.1	20aa	336	355	LRR	DeepLRR
XP_004232468.1	20aa	360	379	LRR	DeepLRR
XP_004232468.1	20aa	384	403	LRR	DeepLRR
XP_004232468.1	20aa	408	427	LRR	DeepLRR
XP_004232468.1	20aa	432	451	LRR	DeepLRR
XP_004232468.1	20aa	456	475	LRR	DeepLRR
XP_004232468.1	20aa	480	499	LRR	DeepLRR
XP_004232468.1	20aa	504	523	LRR	DeepLRR
XP_004232468.1	20aa	528	547	LRR	DeepLRR
XP_004232468.1	20aa	552	571	LRR	DeepLRR
XP_004232468.1	20aa	576	595	LRR	DeepLRR
XP_004232468.1	20aa	600	619	LRR	DeepLRR
XP_004232468.1	20aa	624	643	LRR	DeepLRR
XP_004232468.1	20aa	648	667	LRR	DeepLRR
XP_004232468.1	20aa	672	691	LRR	DeepLRR
XP_004232468.1	20aa	696	715	LRR	DeepLRR
XP_004232468.1	20aa	719	738	LRR	DeepLRR
XP_004232684.1	20aa	104	123	LRR	DeepLRR
XP_004232684.1	20aa	126	145	LRR	DeepLRR
XP_004232684.1	20aa	150	169	LRR	DeepLRR
XP_004232684.1	20aa	174	193	LRR	DeepLRR
XP_004232684.1	20aa	197	216	LRR	DeepLRR
XP_004232684.1	20aa	220	239	LRR	DeepLRR
XP_004232923.1	20aa	69	88	LRR	DeepLRR
XP_004232923.1	20aa	94	113	LRR	DeepLRR
XP_004232923.1	23aa	118	140	LRR	DeepLRR
XP_004232923.1	20aa	142	161	LRR	DeepLRR
XP_004232923.1	23aa	166	188	LRR	DeepLRR
XP_004232923.1	21aa	190	210	LRR	DeepLRR
XP_004232923.1	20aa	215	234	LRR	DeepLRR
XP_004232923.1	28aa	239	266	LRR	DeepLRR
